path,chroma_stft,rms,spec_cent_mean,spec_cent_std,spec_cent_skew,spectral_bandwidth,rolloff,rolloff_std,rolloff_skew,zero_crossing_rate,tonnetz,log_power,fourier,tempogram,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,duration,emotion,dataset
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_bought_angry.wav,0.2843993902206421,0.039224859327077866,2242.3225838104613,1246.60239264762,1.2743039012560002,2251.738315449568,4079.1527532762098,2387.5624540260324,0.17203762646980558,0.10572076612903226,-0.017375101944693272,-64.36942291259766,0.22948165237903595,0.076560980545105,-371.8030090332031,51.296600341796875,-13.60572624206543,-17.89362144470215,-13.440569877624512,4.178349494934082,-20.66352653503418,6.6315531730651855,-19.121484756469727,0.75892174243927,-12.143324851989746,11.512472152709961,-5.619303226470947,103.9659194946289,44.72868728637695,36.19956970214844,34.644649505615234,29.39702796936035,19.9072208404541,24.161842346191406,23.140750885009766,14.875239372253418,13.18152904510498,14.924095153808594,13.948314666748047,12.765233039855957,1.434,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_burn_angry.wav,0.25424009561538696,0.03368302062153816,1690.0197532278085,1293.2692936121452,2.1959247343239725,1867.3038086174754,2761.4120692422944,2267.267678766328,1.2390127856542474,0.08457298801369863,-0.027273595434955722,-69.59722137451172,0.1494343876838684,0.08602135131755823,-437.4631652832031,78.97611236572266,3.749770164489746,-16.802669525146484,-4.3914408683776855,18.71409034729004,-17.91408348083496,-9.350055694580078,-16.412677764892578,-0.11605628579854965,-14.323137283325195,1.3124037981033325,-5.427455902099609,96.66325378417969,53.219390869140625,28.312105178833008,39.94272994995117,24.50865936279297,23.204593658447266,20.993894577026367,24.933456420898438,13.85427474975586,12.305441856384277,16.06708335876465,14.321621894836426,10.938867568969727,1.687,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_cab_angry.wav,0.28348857164382935,0.02174055203795433,2117.593162604548,1204.3611619615688,1.435841752053726,2116.755712219919,3755.322265625,2334.5362606292256,0.49962019323592843,0.09178912450396826,-0.013574800080720094,-64.82374572753906,0.12759609520435333,0.08208062252153071,-422.656494140625,64.7221908569336,-21.748327255249023,-11.376192092895508,-1.002417802810669,5.233968734741211,-20.179134368896484,0.3243620991706848,-14.309344291687012,1.7645248174667358,-11.586825370788574,14.152705192565918,-3.1029698848724365,108.85625457763672,51.377197265625,39.40153884887695,33.915897369384766,23.71556854248047,20.791725158691406,19.87588882446289,17.511470794677734,17.568317413330078,10.779328346252441,17.02070426940918,8.136786460876465,11.70700740814209,1.457,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_calm_angry.wav,0.2610781192779541,0.03233078122138977,1969.3782449623538,1061.0650249075804,1.5681223254219196,2204.046513114321,3606.8115234375,2350.86584523364,0.5191515666826417,0.08344350961538462,0.05317954197484432,-65.3492202758789,0.17178162932395935,0.052675871872927424,-401.8973693847656,71.00922393798828,-8.764667510986328,-22.968528747558594,-13.1514310836792,-0.7027599811553955,-10.396810531616211,4.517223358154297,-18.353055953979492,-1.7758066654205322,-17.241992950439453,8.330872535705566,-1.9357011318206787,102.89544677734375,49.635398864746094,25.4427547454834,33.722999572753906,31.853897094726562,21.42401123046875,25.582996368408203,22.71726417541504,14.827470779418945,11.058140754699707,16.257291793823242,12.349973678588867,11.611856460571289,1.491,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_came_angry.wav,0.2695339620113373,0.0469423346221447,2050.9346923735607,1214.4186991922872,1.50708053949937,2020.7471261923129,3631.377572073063,2083.1354443051887,0.3874345612393198,0.08649455325704225,0.02602484878714076,-67.97449493408203,0.2162129133939743,0.04592600245807854,-384.2423400878906,46.64883804321289,-16.528404235839844,11.112807273864746,-1.8448232412338257,4.217676162719727,-25.078935623168945,-6.859782695770264,-17.000993728637695,-10.16983699798584,-6.005908489227295,1.5504341125488281,4.671514987945557,108.06008911132812,45.054466247558594,31.340312957763672,28.430709838867188,23.52760887145996,23.4967098236084,28.93671417236328,18.363815307617188,13.925185203552246,14.298413276672363,11.719983100891113,7.750461101531982,9.781534194946289,1.635,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_cause_angry.wav,0.3014380633831024,0.02665204554796219,2279.546490809492,1252.9472971584964,1.4046209408811583,2279.279460297435,4206.3948347761825,2413.403642310173,0.39306321193620286,0.08661053631756757,0.013092204352513738,-64.88280487060547,0.14927801489830017,0.05655038812018596,-421.82159423828125,52.617149353027344,-13.671796798706055,-9.68226432800293,-12.699775695800781,7.156042098999023,-12.018831253051758,0.7679019570350647,-14.485498428344727,0.9771474599838257,-14.801484107971191,15.609617233276367,-0.9515575766563416,112.37611389160156,50.45941162109375,27.38290786743164,32.423343658447266,34.11135482788086,22.794248580932617,22.525461196899414,21.022966384887695,14.729681015014648,13.919811248779297,14.788283348083496,11.151655197143555,10.993185043334961,1.696,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_chain_angry.wav,0.27017995715141296,0.043370652943849564,2210.7060940119604,1276.9638661003394,1.1723068735390094,2042.0246286416377,3657.991890285326,2036.7682825505672,0.47176728400300605,0.10820737092391304,0.03381802844516175,-65.86849212646484,0.22140274941921234,0.07949868772029377,-372.6759338378906,46.1179313659668,-18.005496978759766,10.932317733764648,-5.046821594238281,2.643275022506714,-28.000202178955078,-5.845614433288574,-16.66704750061035,-9.923048973083496,-4.253050327301025,-0.3549322187900543,1.3599473237991333,103.15974426269531,44.38788604736328,33.59763717651367,30.067020416259766,25.854337692260742,23.10418128967285,25.072839736938477,23.089996337890625,13.088662147521973,13.783637046813965,11.827302932739258,9.811954498291016,10.965097427368164,1.601,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_chair_angry.wav,0.3112633228302002,0.02757037617266178,2428.1014894702694,1296.0831275361024,0.835479078876289,2263.607110042823,4343.40087890625,2317.6208865594344,0.05206651813302075,0.11007254464285714,-0.025234585441021924,-64.02603912353516,0.17726071178913116,0.048923959515607386,-393.5848083496094,43.98334503173828,-12.665739059448242,-6.168744087219238,-4.715933322906494,9.957425117492676,-30.647296905517578,-3.909480571746826,-11.697402954101562,-3.0873498916625977,-10.4485445022583,9.835528373718262,-3.4757261276245117,114.22833251953125,50.31757354736328,34.05270767211914,35.57319641113281,25.277496337890625,22.158170700073242,25.964378356933594,18.811595916748047,14.057512283325195,16.337722778320312,14.156508445739746,12.026268005371094,9.320038795471191,1.614,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_chalk_angry.wav,0.2641095817089081,0.03728972002863884,2339.0530153345876,1301.8433156052367,1.3056619607619986,2104.6472693269757,3951.5192751024592,2349.8715129122447,0.42174148665139705,0.11091988985655737,-0.044391041686201116,-64.75843811035156,0.21969762444496155,0.09097034244467146,-372.193115234375,50.31111526489258,-22.52536392211914,-7.4842915534973145,-11.285922050476074,8.518925666809082,-22.43344497680664,3.8692433834075928,-14.654732704162598,-1.6027859449386597,-12.72451400756836,7.786509037017822,-4.794058799743652,100.99610137939453,50.146484375,34.707393646240234,38.53395080566406,30.45947265625,19.91779136657715,21.637712478637695,20.113935470581055,15.075600624084473,13.910880088806152,14.617588996887207,10.111401557922363,9.852997779846191,1.395,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_chat_angry.wav,0.28958964347839355,0.02563343197107315,2426.9276853213605,1301.6704257054855,1.2250068664761733,2242.2090555118207,4332.1044921875,2446.112707911969,0.17796477633622126,0.10622054811507936,0.04282370545484299,-62.14371871948242,0.15900203585624695,0.08369323191340039,-395.0606994628906,51.45345687866211,-20.352195739746094,-9.723823547363281,-8.962646484375,2.3624870777130127,-22.33681297302246,1.0641249418258667,-14.054746627807617,2.5861003398895264,-15.889686584472656,10.08396053314209,-4.836209774017334,100.88980865478516,51.85756301879883,36.05131530761719,35.854976654052734,25.85765266418457,21.540462493896484,22.08052635192871,20.877166748046875,14.748891830444336,14.133305549621582,16.785524368286133,12.697991371154785,12.880924224853516,1.448,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_check_angry.wav,0.3121860921382904,0.04126865789294243,2500.26172006334,1503.1540116885733,1.0480442598775515,2204.394459417092,4273.885893485915,2529.439475373384,0.019116987184807834,0.1188173965669014,-0.003043749429895906,-65.53829956054688,0.2500593364238739,0.07609880794676398,-377.9404602050781,41.67578887939453,-14.042458534240723,-2.96952223777771,-4.648432731628418,3.6038970947265625,-21.47145652770996,-2.563486337661743,-10.580588340759277,6.881786823272705,-16.869577407836914,11.079558372497559,-1.9213907718658447,124.72830963134766,54.31046676635742,34.88179016113281,36.9662971496582,24.300119400024414,19.158851623535156,23.100574493408203,19.44548797607422,17.150876998901367,11.63793659210205,15.206865310668945,10.16245174407959,12.57316780090332,1.646,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_cheek_angry.wav,0.37720319628715515,0.0195720586925745,2612.8679526264095,1334.6541348649769,0.799926243062548,2459.822928476263,5144.665694563356,2291.2228098977903,-0.5364481088209005,0.10144879066780822,0.006601447863736822,-67.38554382324219,0.13065941631793976,0.053064741525844374,-439.31866455078125,25.582929611206055,-4.0223541259765625,8.749250411987305,-0.5507076978683472,4.528179168701172,-17.614229202270508,5.98337459564209,-12.07833480834961,-2.2431724071502686,-11.23824691772461,8.581424713134766,-4.196045398712158,119.37732696533203,47.06978988647461,23.895606994628906,32.3282470703125,23.964942932128906,20.06477165222168,23.803997039794922,19.13690948486328,16.851436614990234,13.300272941589355,14.181427955627441,11.946990013122559,14.426766395568848,1.682,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_chief_angry.wav,0.3472031056880951,0.026506712660193443,2861.112422454604,1431.7545515129648,0.5654979907360208,2522.665213157906,5336.38916015625,2412.005088701592,-0.3300784285899112,0.13349609375,0.03252144613731458,-64.60456085205078,0.1597030609846115,0.0515509019030299,-405.0818786621094,19.89815330505371,-7.251501083374023,8.751603126525879,3.8909153938293457,3.9025962352752686,-20.21180534362793,2.4415524005889893,-16.94339370727539,-3.0906472206115723,-16.31743049621582,6.133333683013916,-0.5308724641799927,110.1075210571289,41.859954833984375,23.681272506713867,33.21071243286133,25.505884170532227,20.601612091064453,21.96816635131836,19.914674758911133,16.2451114654541,12.623420715332031,14.966462135314941,11.249135971069336,11.596433639526367,1.624,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_choice_angry.wav,0.3087073564529419,0.03348414972424507,2678.7657916538965,1633.4656279203584,0.8531245580732482,2224.184986017461,4607.779208096591,2710.7834609818087,0.11721648913570548,0.14001834753787878,-0.040230097276571966,-66.55736541748047,0.1919339895248413,0.07156533352814902,-384.2247314453125,37.51412582397461,-14.08022689819336,0.2624603509902954,-4.782837390899658,2.139354705810547,-22.6351318359375,-0.13799305260181427,-15.888628959655762,-2.3855247497558594,-14.096128463745117,6.547639846801758,-3.9983668327331543,95.14303588867188,55.922000885009766,30.86998748779297,35.26617431640625,23.931344985961914,21.63490104675293,24.856426239013672,18.831134796142578,13.813658714294434,15.308521270751953,14.694564819335938,11.515591621398926,10.846888542175293,1.526,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_cool_angry.wav,0.2678447365760803,0.030612893402576447,2189.59738652575,1219.9036167739937,1.6622549226701933,2239.9200855938984,4040.1258263221152,2298.964157560374,0.25530111981299647,0.08815354567307693,-0.04933776656971046,-65.86801147460938,0.16108934581279755,0.07099240274131483,-403.2009582519531,54.49673080444336,-4.422160625457764,-5.908186435699463,-20.260793685913086,-2.2442448139190674,-18.85720443725586,-0.25980833172798157,-15.154995918273926,1.6088624000549316,-15.352529525756836,9.205338478088379,-7.086883544921875,99.26441955566406,52.1015510559082,28.06842041015625,27.169193267822266,31.162059783935547,28.26946258544922,24.366439819335938,20.306669235229492,15.284529685974121,13.768729209899902,15.123544692993164,10.626105308532715,13.271435737609863,1.486,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_dab_angry.wav,0.266650527715683,0.03407750651240349,2334.384274389559,1272.0987376441801,1.1346808539514477,2236.141425692528,4254.70760569853,2401.055056011679,0.04949875327396198,0.10440602022058823,0.015108783003535459,-64.0909194946289,0.19458681344985962,0.0764679837036335,-384.1297302246094,46.51639938354492,-16.48621940612793,-13.37244987487793,-5.920549392700195,9.509157180786133,-29.261659622192383,-0.6470283269882202,-15.928452491760254,-4.687793731689453,-9.041250228881836,8.26663589477539,-5.421888828277588,100.48502349853516,45.80740737915039,39.79448699951172,34.76942443847656,23.805604934692383,20.6085205078125,23.244380950927734,21.790142059326172,13.820069313049316,13.667452812194824,12.193804740905762,13.544342994689941,10.865970611572266,1.567,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_date_angry.wav,0.30299919843673706,0.022968508303165436,2267.7038628146443,1260.6679890702324,1.1047880799066552,2347.3383039508853,4436.5234375,2517.258500199529,-0.2642464601324488,0.08668929811507936,0.030314964457947097,-64.93424987792969,0.12709538638591766,0.039542703530025744,-439.630615234375,44.704734802246094,-1.0705209970474243,5.94830322265625,2.7388410568237305,4.396429061889648,-22.42290496826172,1.4866917133331299,-16.186792373657227,-3.9152822494506836,-13.852968215942383,10.96939468383789,-2.645451307296753,119.48270416259766,45.790138244628906,26.997644424438477,34.113075256347656,27.67023468017578,21.423608779907227,24.054908752441406,22.72507667541504,17.331966400146484,15.987248420715332,14.360799789428711,12.570625305175781,12.907506942749023,1.457,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_dead_angry.wav,0.31259289383888245,0.030112668871879578,2124.968301050374,1244.8818717425413,1.2405338510459856,2268.791610577545,3955.2120208740234,2405.6905764432845,0.17273401052083914,0.0853118896484375,0.01603534264960484,-66.55219268798828,0.17289955914020538,0.0498907312769248,-413.14849853515625,43.85297775268555,-7.647906303405762,-3.367075204849243,3.271843433380127,2.194925308227539,-27.636194229125977,-1.9965983629226685,-12.380882263183594,0.21423906087875366,-12.780560493469238,10.565853118896484,-2.2744789123535156,121.99620819091797,45.32244873046875,36.64652633666992,31.969364166259766,24.30116844177246,21.57439422607422,25.930030822753906,19.4940128326416,15.781497955322266,12.627740859985352,13.969828605651855,12.250800132751465,11.678892135620117,1.483,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_death_angry.wav,0.34911349415779114,0.03309132531285286,2268.5818418648523,1254.2514538539826,1.0707240593333913,2306.310158302414,4243.254153829225,2600.598063107681,0.3121183493248828,0.0840118838028169,-0.04925105122681621,-69.03439331054688,0.18209952116012573,0.10134082625707443,-412.5120849609375,44.47257614135742,-9.646464347839355,-5.721923351287842,0.463144987821579,6.818264007568359,-25.70217514038086,2.0557072162628174,-11.526416778564453,1.4312431812286377,-8.372274398803711,6.134223461151123,-6.2774481773376465,119.27070617675781,46.40231704711914,36.48777389526367,31.91581153869629,20.318073272705078,18.06954574584961,25.831798553466797,18.395124435424805,14.565926551818848,13.026637077331543,13.626299858093262,10.985554695129395,12.159255981445312,1.646,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_deep_angry.wav,0.33261701464653015,0.02579214982688427,2298.2920342718494,1266.918378633744,0.9070882952571072,2505.467529358766,4735.61279296875,2523.363974620272,-0.34765621105225175,0.07100306919642857,0.060110941372930105,-69.39922332763672,0.14087603986263275,0.043122348064576856,-435.05804443359375,27.610515594482422,1.1979572772979736,5.75795316696167,7.259794235229492,4.262921333312988,-19.646095275878906,3.044780969619751,-13.65831184387207,-4.784543514251709,-12.782483100891113,5.913270473480225,-3.866255760192871,116.65694427490234,37.89828872680664,26.564743041992188,31.718753814697266,20.380830764770508,17.40982437133789,25.728164672851562,19.048433303833008,17.185503005981445,14.091618537902832,15.39165210723877,10.492809295654297,11.57318115234375,1.612,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_dime_angry.wav,0.2680114805698395,0.03475436568260193,1935.2798166166463,1193.2016440907175,1.5698311245356442,2025.5582275974505,3308.1489458476026,2350.816294052961,0.7714354777794575,0.0860712756849315,0.01788158178432969,-65.22040557861328,0.19690269231796265,0.0527783057727811,-398.564208984375,60.564613342285156,-16.463104248046875,-10.065184593200684,-5.429696083068848,6.899768352508545,-22.768863677978516,0.7200027108192444,-15.93603515625,1.7798250913619995,-9.089195251464844,5.7644524574279785,-10.80552864074707,116.17670440673828,46.28562927246094,41.54409408569336,33.68952178955078,28.493680953979492,19.39212989807129,24.65799331665039,18.409574508666992,14.269198417663574,13.12360668182373,14.225138664245605,11.186119079589844,12.031136512756348,1.675,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_dip_angry.wav,0.2906032204627991,0.0431121326982975,2115.3036513155607,1175.5840778390639,1.157621814305893,2160.837582557783,3861.2158990675402,2278.5434952156534,-0.06815515187139119,0.08214938256048387,0.0029208923468870707,-67.87350463867188,0.20826587080955505,0.040102295842967046,-394.7628173828125,41.60837173461914,-10.136336326599121,4.269520282745361,-6.5309624671936035,4.488372802734375,-27.9714412689209,-10.155157089233398,-12.416391372680664,-2.6012041568756104,0.9373658299446106,2.6899216175079346,-0.9535432457923889,117.53336334228516,42.823822021484375,31.632625579833984,30.83997344970703,24.605443954467773,21.732711791992188,28.19723892211914,19.592376708984375,14.761387825012207,11.767682075500488,15.02609920501709,10.03872013092041,11.11095142364502,1.433,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/OAF_angry\OAF_ditch_angry.wav,0.3412160277366638,0.017451968044042587,2284.9840756080093,1312.3518132220604,0.9927957391587621,2340.535081927098,4346.814511427238,2529.3286651347817,-0.13847296266636683,0.08507754197761194,0.03021671629180677,-65.71736145019531,0.1038360744714737,0.047774416128590985,-464.6960754394531,41.84214401245117,-0.921379566192627,8.357954978942871,-0.2796395421028137,6.898055076599121,-20.691980361938477,2.7642478942871094,-11.929555892944336,-0.1933049112558365,-10.165265083312988,11.936566352844238,0.7803736329078674,125.68101501464844,48.6517333984375,26.214641571044922,33.646392822265625,24.905315399169922,21.321123123168945,24.011241912841797,21.910663604736328,16.383121490478516,15.221015930175781,15.096551895141602,11.345236778259277,14.079787254333496,1.546,angry,TESS
